,beta.ave,beta.diff,gamma.ave,gamma.diff,group
7192,0.630434783,0.086956522,0.435294118,0.235294118,roots
7241,0.744897959,-0.081632653,1.119444444,0.936111111,roots
7261,0.716049383,-0.049382716,8.46969697,0.53030303,roots
7313,0.85443038,0.082278481,1.11875,0.41875,roots
7321,0.827868852,0.008196721,0.15,0.028571429,roots
740,0.642857143,0.095238095,0.46875,0.03125,roots
7473,0.611111111,0.018518519,1.092307692,0.753846154,roots
7503,0.803571429,-0.107142857,1.275862069,0.965517241,roots
7521,0.666666667,-0.098039216,5.111111111,0.722222222,roots
7601,0.5625,0.104166667,1.060606061,0.53030303,roots
7634,0.720588235,-0.161764706,0.923076923,0.126373626,roots
7663,0.620689655,0.034482759,0.149717514,0.048022599,roots
7691,0.796875,-0.015625,1.590909091,0.292207792,roots
7721,0.537037037,-0.055555556,0.586206897,0.310344828,roots
7751,0.608695652,-0.043478261,1.71875,0.200892857,roots
7782,0.6,0,0.314634146,0.153658537,roots
7814,0.514705882,0.073529412,0.765306122,0,roots
7843,0.711538462,-0.019230769,0.694444444,0.527777778,roots
7861,0.763157895,0.026315789,3.166666667,0.166666667,roots
7921,0.212121212,0.015151515,0.127201566,0.075342466,roots
7951,0.310126582,0.094936709,0.083193277,0.01092437,roots
7982,0.541666667,-0.125,0.395121951,0.092682927,roots
8012,0.75,0.044117647,1.013513514,0.905405405,roots
8044,0.671875,-0.015625,2.115384615,0.634615385,roots
8072,0.244680851,0.063829787,0.985185185,0.318518519,roots
8142,0.513888889,-0.027777778,0.103401361,0.048979592,roots
8153,0.692307692,0.076923077,2.8375,1.0875,roots
8181,0.757142857,-0.042857143,1.294642857,0.205357143,roots
8211,0.560606061,0.181818182,0.502083333,0.30625,roots
8243,0.590909091,-0.090909091,0.459302326,0.005813953,roots
8271,0.270408163,-0.005102041,0.382550336,0.020134228,roots
8362,0.356164384,0.068493151,0.308403361,0.252941176,roots
8392,0.240384615,0.076923077,0.039348711,0.012211669,roots
8423,0.552,-0.008,0.74025974,0.480519481,roots
8451,0.404,0.1,0.661666667,0.028333333,roots
8521,0.464285714,0.071428571,0.628571429,0.057142857,roots
8551,0.676470588,0,1.25,0.639534884,roots
858,0.597826087,0.054347826,0.639473684,0.123684211,roots
8611,0.75,-0.171875,0.477777778,0.077777778,roots
8662,0.557142857,-0.157142857,2.65625,0.052083333,roots
8693,0.77173913,-0.032608696,0.1625,0.045833333,roots
8723,0.637931034,0.051724138,3.913043478,0.507246377,roots
8751,0.616666667,0.05,1,0.12962963,roots
8781,0.6125,-0.0125,4.971428571,2.314285714,roots
8811,0.644736842,0.013157895,1.66,0.766666667,roots
884,0.712121212,-0.075757576,2.327272727,0.054545455,roots
8942,0.693548387,-0.048387097,0.138888889,0.027777778,roots
9091,0.490909091,0.163636364,1.416666667,0.75,roots
9122,0.531746032,-0.126984127,0.209459459,0.101351351,roots
9313,0.775,0.025,0.555555556,0,roots
9342,0.672413793,-0.224137931,0.976190476,0.547619048,roots
9372,0.672413793,0.051724138,0.508547009,0.303418803,roots
9441,0.606060606,0.03030303,1.285714286,0.428571429,roots
9501,0.75,0.03125,1.74,1.526666667,roots
9552,0.459459459,0.054054054,0.938888889,0.272222222,roots
9581,0.84,0.04,0.975,0.691666667,roots
9602,0.625,0.025,4.117647059,1.176470588,roots
9631,0.913043478,-0.086956522,0.238235294,0.011764706,roots
9661,0.72972973,-0.027027027,2.883333333,1.816666667,roots
9692,0.560606061,0.075757576,0.192307692,0.064102564,roots
9722,0.725806452,0.241935484,0.403846154,0.205128205,roots
9761,0.659090909,0.068181818,0.261403509,0.152631579,roots
9792,0.393939394,-0.03030303,0.75862069,0.362068966,roots
9821,0.619047619,-0.047619048,0.314285714,0.15,roots
9851,0.622807018,0.131578947,0.262658228,0.10443038,roots
9883,0.154867257,0.004424779,0.155440415,0.098445596,roots
9951,0.775,0.1125,0.6,0.2,roots
10061,0.819672131,0.06557377,0.117267267,0.101951952,roots
1009,0.308510638,0.042553191,0.29950495,0.096534653,roots
10123,0.723484848,0.056818182,0.803571429,0.089285714,roots
1023,0.672413793,0.017241379,0.166256158,0.030788177,roots
10262,0.658461538,-0.055384615,0.567164179,0.349253731,roots
10323,0.642857143,0.128571429,0.676470588,0.029411765,roots
10351,0.625,0,1.15,0.15,roots
10381,0.666666667,-0.047619048,0.782608696,0.086956522,roots
10491,0.633333333,-0.133333333,7.833333333,0.833333333,roots
10551,0.630434783,-0.130434783,0.704545455,0.022727273,roots
10583,0.657142857,0,0.503305785,0.000826446,roots
10651,0.571428571,0.107142857,0.482758621,0.24137931,roots
10681,0.724137931,-0.24137931,0.427083333,0.28125,roots
10761,0.65625,-0.15625,1.934782609,0.239130435,roots
10783,0.628205128,0.115384615,0.564102564,0.205128205,roots
10811,0.619565217,-0.163043478,0.575396825,0.099206349,roots
10841,0.663793103,0.146551724,0.747572816,0.097087379,roots
10871,0.654411765,0.080882353,0.325581395,0.209302326,roots
1090,0.652439024,0.164634146,1.200854701,0.132478632,roots
11001,0.652173913,0.043478261,0.666666667,0.111111111,roots
11032,0.857142857,-0.285714286,0.540625,0.021875,roots
11061,0.694444444,0.166666667,0.25,0.03,roots
11092,0.596774194,-0.177419355,0.086750789,0.007886435,roots
11122,0.6125,0.1875,0.766423358,0.109489051,roots
11151,0.828571429,-0.228571429,1.013931889,0.100619195,roots
11171,0.595238095,-0.023809524,0.3125,0.020833333,roots
11201,0.4125,-0.0375,0.263888889,0.152777778,roots
11231,0.82,-0.02,1.845238095,0.05952381,roots
11301,0.25,-0.051886792,0.918803419,0.021367521,roots
11331,1,0.086206897,0.536363636,0.255844156,roots
1136,0.65503876,0.127906977,1.466666667,0,roots
11391,0.940397351,0.178807947,2.692083333,0.275416667,roots
11472,0.9125,-0.1,0.43877551,0.010204082,roots
11672,0.633064516,-0.004032258,0.376086957,0.080434783,roots
11841,0.176870748,0.040816327,0.225,0.075,roots
12051,0.445945946,0.094594595,0.786324786,0.239316239,roots
12082,0.95,-0.05,0.62,0.34,roots
